AnimalID,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,year,month,neutralized
A714171,Transfer,0,1,0.4166666666666667,2015,10,0.0
A700606,Adoption,1,0,0.16666666666666666,2015,4,1.0
A710862,Transfer,0,0,1.0,2015,9,1.0
A715088,Return_to_owner,1,1,1.0,2015,11,1.0
A680491,Adoption,0,1,0.25,2014,7,1.0
A695582,Adoption,1,0,0.75,2015,1,1.0
A686671,Adoption,0,0,0.4166666666666667,2014,9,1.0
A687390,Transfer,0,0,1.0,2014,9,
A690171,Adoption,1,0,1.0,2014,12,1.0
A669497,Transfer,1,1,2.0,2013,12,1.0
A683027,Adoption,0,1,0.08333333333333333,2014,7,1.0
A691419,Return_to_owner,1,1,7.0,2014,11,1.0
A694032,Adoption,0,0,0.16666666666666666,2014,12,1.0
A688942,Transfer,0,0,0.3333333333333333,2014,9,0.0
A689408,Adoption,0,1,0.25,2014,11,1.0
A682611,Adoption,1,1,0.08333333333333333,2014,8,1.0
A709160,Adoption,0,0,0.16666666666666666,2015,8,1.0
A673108,Transfer,1,1,4.0,2014,3,1.0
A691298,Euthanasia,0,0,2.0,2014,11,0.0
A671253,Transfer,1,1,0.5,2014,2,1.0
A666764,Adoption,1,1,1.0,2014,5,1.0
A684767,Adoption,1,0,0.16666666666666666,2014,8,1.0
A692088,Return_to_owner,1,1,1.0,2015,4,1.0
A427442,Return_to_owner,0,1,10.0,2015,9,1.0
A710963,Euthanasia,1,1,1.0,2015,9,0.0
A670808,Transfer,0,1,1.0,2014,1,0.0
A717503,Adoption,1,0,2.0,2015,12,1.0
A700083,Adoption,1,0,0.3333333333333333,2015,4,1.0
A678777,Adoption,0,1,0.16666666666666666,2014,7,1.0
A688952,Transfer,0,1,0.038461538461538464,2014,9,0.0
A367438,Adoption,1,1,16.0,2015,9,1.0
A690930,Adoption,1,0,1.0,2014,11,1.0
A717775,Transfer,0,1,5.0,2015,12,0.0
A702292,Adoption,1,0,0.16666666666666666,2015,5,1.0
A698207,Euthanasia,0,0,7.0,2015,3,0.0
A704918,Adoption,0,1,0.16666666666666666,2015,7,1.0
A667422,Transfer,1,1,0.08333333333333333,2013,11,0.0
A685399,Adoption,1,0,8.0,2014,9,1.0
A668750,Return_to_owner,1,0,2.0,2013,12,1.0
A701677,Return_to_owner,0,0,0.07692307692307693,2015,5,
A709541,Adoption,1,0,1.0,2015,8,1.0
A706383,Adoption,1,0,5.0,2015,8,1.0
A671716,Adoption,1,0,0.4166666666666667,2014,2,1.0
A652857,Transfer,1,0,1.0,2013,10,1.0
A719587,Adoption,1,0,0.8333333333333334,2016,2,1.0
A685702,Adoption,0,0,8.0,2014,8,1.0
A688078,Euthanasia,0,0,0.16666666666666666,2014,9,
A667597,Adoption,1,1,1.0,2014,1,1.0
A669494,Adoption,1,1,1.0,2013,12,1.0
A706626,Adoption,0,0,0.16666666666666666,2015,7,1.0
A706788,Adoption,1,0,1.0,2015,7,1.0
A708853,Died,0,0,0.07692307692307693,2015,8,0.0
A668610,Transfer,0,1,4.0,2013,12,1.0
A690018,Adoption,0,1,1.0,2015,2,1.0
A701282,Transfer,0,1,8.0,2015,5,1.0
A710834,Adoption,0,1,0.16666666666666666,2015,9,0.0
A681164,Transfer,0,0,0.038461538461538464,2014,6,0.0
A688021,Return_to_owner,0,0,5.0,2014,9,1.0
A703917,Adoption,0,0,0.16666666666666666,2015,6,1.0
A657713,Transfer,1,1,4.0,2013,10,1.0
A716924,Return_to_owner,1,1,0.75,2015,11,1.0
A445694,Adoption,1,1,9.0,2013,10,1.0
A667088,Transfer,1,1,1.0,2013,11,1.0
A709543,Transfer,1,0,0.08333333333333333,2015,8,0.0
A671436,Adoption,1,0,0.08333333333333333,2014,3,1.0
A715189,Adoption,0,0,7.0,2015,11,1.0
A682521,Adoption,1,1,1.0,2014,7,1.0
A693901,Transfer,1,1,2.0,2014,12,1.0
A693684,Return_to_owner,1,0,5.0,2014,12,1.0
A676135,Return_to_owner,1,0,4.0,2014,7,1.0
A672008,Return_to_owner,1,0,1.0,2014,2,1.0
A684746,Transfer,0,1,4.0,2014,7,0.0
A702465,Transfer,0,0,0.08333333333333333,2015,5,0.0
A668421,Euthanasia,1,0,2.0,2013,12,1.0
A718094,Adoption,1,0,2.0,2016,1,1.0
A715050,Return_to_owner,1,0,2.0,2015,11,1.0
A471015,Adoption,1,0,7.0,2013,12,1.0
A666439,Transfer,1,1,2.0,2013,11,1.0
A665565,Transfer,1,1,3.0,2013,11,1.0
A676440,Transfer,0,1,0.019230769230769232,2014,4,0.0
A679640,Adoption,1,0,2.0,2014,5,1.0
A668634,Adoption,1,0,1.0,2014,5,1.0
A681041,Transfer,0,0,0.038461538461538464,2014,6,
A715588,Transfer,1,0,1.0,2015,11,0.0
A675353,Euthanasia,1,0,0.75,2014,3,
A697667,Return_to_owner,1,1,11.0,2015,2,1.0
A675038,Euthanasia,1,1,2.0,2015,6,0.0
A718059,Adoption,1,1,7.0,2015,12,1.0
A537247,Euthanasia,1,0,6.0,2014,3,0.0
A691064,Transfer,0,1,0.5833333333333334,2014,10,0.0
A693749,Transfer,1,1,2.0,2014,12,0.0
A673852,Transfer,1,1,3.0,2014,4,1.0
A705871,Transfer,1,0,0.16666666666666666,2015,6,1.0
A703239,Transfer,1,1,3.0,2015,5,0.0
A674917,Transfer,1,1,2.0,2014,8,1.0
A676759,Transfer,0,1,0.057692307692307696,2014,4,0.0
A698790,Return_to_owner,1,1,2.0,2015,3,1.0
A670044,Euthanasia,0,0,3.0,2014,1,0.0
A686914,Transfer,1,1,0.6666666666666666,2014,9,1.0
A695734,Transfer,1,1,2.0,2015,1,1.0
A686980,Adoption,1,1,0.16666666666666666,2014,9,1.0
A712166,Transfer,0,0,0.057692307692307696,2015,9,
A716632,Return_to_owner,1,1,2.0,2015,11,1.0
A698939,Adoption,1,1,0.08333333333333333,2015,3,1.0
A688370,Transfer,0,1,0.038461538461538464,2014,9,0.0
A681440,Adoption,1,1,0.5833333333333334,2014,6,1.0
A674218,Adoption,1,0,1.0,2014,3,1.0
A702282,Euthanasia,0,1,0.4166666666666667,2015,5,0.0
A708675,Adoption,0,1,0.4166666666666667,2015,8,1.0
A664168,Transfer,0,0,15.0,2013,10,1.0
A699792,Transfer,1,0,0.08333333333333333,2015,4,0.0
A705342,Transfer,0,1,0.057692307692307696,2015,6,0.0
A699931,Adoption,0,1,10.0,2015,7,1.0
A716645,Adoption,0,0,0.16666666666666666,2015,12,1.0
A678724,Transfer,0,0,0.057692307692307696,2014,5,0.0
A704755,Adoption,0,0,0.16666666666666666,2015,7,1.0
A689124,Euthanasia,1,0,9.0,2014,9,0.0
A712778,Transfer,0,0,0.6666666666666666,2015,10,1.0
A681136,Transfer,0,0,0.019230769230769232,2014,6,
A684609,Adoption,0,1,0.16666666666666666,2014,7,1.0
A720549,Return_to_owner,1,1,1.0,2016,2,0.0
A717009,Return_to_owner,1,0,1.0,2015,12,1.0
A666162,Transfer,0,0,2.0,2013,11,0.0
A673394,Euthanasia,1,1,5.0,2014,10,1.0
A668575,Euthanasia,0,1,0.75,2013,12,0.0
A685238,Adoption,1,0,0.5,2014,8,0.0
A669773,Transfer,1,0,5.0,2014,1,0.0
A665400,Adoption,0,0,0.16666666666666666,2013,11,1.0
A706513,Transfer,1,1,2.0,2015,11,1.0
A669900,Return_to_owner,1,1,1.0,2015,8,1.0
A701129,Transfer,0,0,2.0,2015,4,0.0
A687826,Return_to_owner,1,0,3.0,2014,9,1.0
A702812,Adoption,1,1,8.0,2015,5,1.0
A717142,Adoption,1,0,1.0,2015,12,1.0
A666714,Transfer,0,1,0.08333333333333333,2013,11,0.0
A671629,Transfer,0,1,4.0,2014,2,1.0
A706514,Transfer,0,0,0.08333333333333333,2015,7,0.0
A685561,Adoption,1,1,4.0,2014,10,1.0
A674386,Adoption,1,0,2.0,2014,3,1.0
A689080,Adoption,1,1,1.0,2015,9,1.0
A679769,Transfer,1,0,1.0,2014,6,1.0
A697006,Return_to_owner,0,1,2.0,2015,2,0.0
A674925,Adoption,1,1,0.8333333333333334,2014,6,1.0
A688461,Adoption,1,0,2.0,2014,9,1.0
A679533,Euthanasia,1,1,3.0,2014,5,0.0
A669759,Adoption,1,1,0.6666666666666666,2014,3,1.0
A680987,Adoption,0,0,0.16666666666666666,2014,8,1.0
A686564,Transfer,0,1,0.057692307692307696,2014,8,0.0
A680896,Transfer,1,0,1.0,2014,7,1.0
A689060,Transfer,0,0,0.5,2014,9,
A689436,Return_to_owner,1,1,2.0,2014,10,1.0
A666760,Return_to_owner,1,1,1.0,2014,6,1.0
A693034,Return_to_owner,0,1,1.0,2014,12,1.0
A694577,Adoption,1,0,6.0,2015,1,1.0
A680744,Transfer,0,1,0.5833333333333334,2014,6,0.0
A716054,Transfer,0,1,0.057692307692307696,2015,11,0.0
A713078,Adoption,0,1,0.3333333333333333,2016,1,1.0
A708768,Return_to_owner,1,1,2.0,2015,8,1.0
A712008,Return_to_owner,1,1,1.0,2015,9,1.0
A713233,Adoption,1,0,0.8333333333333334,2016,2,1.0
A719223,Adoption,0,1,11.0,2016,2,1.0
A719506,Adoption,1,1,3.0,2016,1,1.0
A671045,Transfer,0,0,6.0,2014,1,
A697481,Return_to_owner,1,0,3.0,2015,2,1.0
A708147,Transfer,1,1,0.4166666666666667,2015,7,0.0
A687397,Adoption,1,0,0.16666666666666666,2014,9,1.0
A686719,Adoption,0,0,0.16666666666666666,2014,9,1.0
A680269,Adoption,0,1,0.16666666666666666,2014,6,1.0
A698752,Adoption,1,0,1.0,2015,5,1.0
A684465,Adoption,1,1,0.16666666666666666,2014,7,1.0
A683343,Transfer,0,1,1.0,2014,7,0.0
A677524,Return_to_owner,1,1,2.0,2014,4,1.0
A672199,Transfer,0,1,1.0,2014,2,0.0
A700646,Euthanasia,1,1,2.0,2015,5,1.0
A670094,Return_to_owner,1,1,10.0,2014,1,1.0
A688914,Transfer,1,1,0.9166666666666666,2014,10,1.0
A700822,Adoption,1,0,0.9166666666666666,2015,6,1.0
A716018,Return_to_owner,1,0,0.4166666666666667,2015,11,0.0
A692008,Adoption,1,1,2.0,2016,1,1.0
A716136,Adoption,1,0,3.0,2016,1,1.0
A682849,Adoption,1,0,0.16666666666666666,2014,7,1.0
A664546,Transfer,0,1,1.0,2013,10,1.0
A691641,Transfer,0,0,0.07692307692307693,2014,11,0.0
A715474,Adoption,1,1,1.0,2015,11,1.0
A694790,Transfer,0,1,0.75,2015,1,0.0
A719277,Transfer,1,1,0.25,2016,1,0.0
A680421,Adoption,1,1,0.5,2014,6,1.0
A720590,Transfer,1,1,12.0,2016,2,0.0
A707797,Transfer,0,0,2.0,2015,7,0.0
A691498,Adoption,1,1,2.0,2015,1,1.0
A684276,Transfer,0,0,0.019230769230769232,2014,7,0.0
A691536,Transfer,0,0,0.5,2014,11,1.0
A707290,Adoption,1,0,1.0,2015,7,1.0
A720175,Return_to_owner,1,0,5.0,2016,2,1.0
A694382,Adoption,0,1,0.25,2014,12,1.0
A704455,Adoption,0,1,0.16666666666666666,2015,6,0.0
A712026,Transfer,0,0,0.00821917808219178,2015,9,
A712530,Adoption,0,1,0.25,2015,11,1.0
A713032,Transfer,1,0,0.8333333333333334,2015,10,0.0
A687812,Transfer,1,0,0.25,2014,9,0.0
A666524,Adoption,1,0,2.0,2013,11,1.0
A714802,Transfer,0,1,0.3333333333333333,2015,11,1.0
A698046,Adoption,1,1,4.0,2015,3,1.0
A663917,Adoption,1,1,1.0,2013,10,1.0
A706152,Transfer,1,1,0.16666666666666666,2015,6,0.0
A705946,Transfer,1,1,0.08333333333333333,2015,6,1.0
A689971,Return_to_owner,1,1,1.0,2014,10,1.0
A717958,Transfer,1,0,0.9166666666666666,2016,1,0.0
A717467,Transfer,0,1,1.0,2015,12,1.0
A685296,Adoption,0,0,2.0,2015,2,1.0
A672623,Transfer,0,0,1.0,2014,2,0.0
A639095,Adoption,1,0,7.0,2014,6,1.0
A665974,Adoption,1,1,0.16666666666666666,2013,10,1.0
A686541,Adoption,0,1,0.16666666666666666,2014,8,0.0
A709308,Return_to_owner,0,0,2.0,2015,8,1.0
A710553,Transfer,1,1,0.3333333333333333,2015,8,1.0
A717932,Return_to_owner,1,1,11.0,2015,12,1.0
A687662,Transfer,0,1,0.038461538461538464,2014,9,0.0
A661561,Adoption,0,0,10.0,2013,10,1.0
A604480,Transfer,0,1,4.0,2015,12,1.0
A696841,Return_to_owner,1,1,1.0,2015,2,1.0
A679857,Transfer,0,0,1.0,2014,5,0.0
A668919,Transfer,1,0,1.0,2014,11,1.0
A691395,Transfer,0,0,0.4166666666666667,2014,11,
A713545,Transfer,1,0,0.5,2015,10,1.0
A663928,Return_to_owner,1,0,4.0,2013,12,1.0
A691337,Euthanasia,1,1,2.0,2014,11,0.0
A698047,Transfer,0,0,0.75,2015,3,1.0
A667049,Adoption,1,0,6.0,2016,1,1.0
A625787,Return_to_owner,1,0,14.0,2014,4,0.0
A368930,Transfer,1,1,10.0,2014,6,1.0
A677246,Transfer,0,1,0.07692307692307693,2014,4,0.0
A705864,Transfer,0,0,0.16666666666666666,2015,7,1.0
A710100,Adoption,1,1,4.0,2015,11,1.0
A714387,Return_to_owner,1,1,2.0,2015,10,1.0
A644592,Return_to_owner,1,1,0.9166666666666666,2013,10,1.0
A690005,Transfer,1,0,10.0,2014,10,0.0
A703137,Return_to_owner,1,0,9.0,2015,5,0.0
A714009,Adoption,0,0,0.16666666666666666,2015,10,1.0
A714146,Transfer,0,1,0.16666666666666666,2015,11,0.0
A698938,Euthanasia,1,1,4.0,2015,10,1.0
A712108,Transfer,0,1,0.057692307692307696,2015,9,0.0
A714512,Adoption,1,0,0.08333333333333333,2015,11,1.0
A652387,Adoption,1,0,5.0,2013,11,1.0
A697191,Transfer,0,0,1.0,2015,2,
A673928,Transfer,1,1,3.0,2014,3,1.0
A674425,Euthanasia,1,1,8.0,2014,3,1.0
A719105,Return_to_owner,1,1,10.0,2016,1,1.0
A718742,Adoption,0,1,0.4166666666666667,2016,1,1.0
A680559,Adoption,0,1,0.16666666666666666,2014,7,0.0
A692566,Adoption,1,0,0.08333333333333333,2014,11,0.0
A559090,Return_to_owner,1,0,6.0,2015,3,1.0
A690029,Transfer,0,0,3.0,2014,10,
A715380,Transfer,0,1,0.038461538461538464,2015,11,0.0
A706137,Adoption,0,0,0.25,2015,9,1.0
A719075,Return_to_owner,1,0,5.0,2016,1,1.0
A719279,Adoption,1,1,9.0,2016,1,1.0
A700237,Adoption,1,0,3.0,2015,4,1.0
A716979,Transfer,0,1,0.25,2015,12,1.0
A695906,Adoption,1,0,0.16666666666666666,2015,1,1.0
A676495,Return_to_owner,0,0,1.0,2014,4,1.0
A685509,Transfer,0,0,0.057692307692307696,2014,8,0.0
A668685,Adoption,1,1,1.0,2013,12,1.0
A709085,Adoption,0,1,0.4166666666666667,2015,8,1.0
A669745,Transfer,1,1,0.16666666666666666,2013,12,1.0
A716105,Return_to_owner,1,0,1.0,2015,11,0.0
A716503,Transfer,1,1,0.019230769230769232,2015,11,0.0
A684636,Transfer,1,1,2.0,2014,8,1.0
A518264,Return_to_owner,1,0,5.0,2013,10,1.0
A696539,Adoption,1,0,0.5,2015,5,1.0
A704556,Adoption,1,0,0.3333333333333333,2015,6,1.0
A720535,Adoption,1,0,0.16666666666666666,2016,2,1.0
A685891,Transfer,0,0,0.25,2014,8,0.0
A693743,Return_to_owner,1,0,4.0,2014,12,1.0
A703081,Transfer,0,0,0.057692307692307696,2015,5,0.0
A702203,Transfer,0,1,0.057692307692307696,2015,5,0.0
A706619,Return_to_owner,1,1,1.0,2015,7,1.0
A690844,Return_to_owner,0,1,6.0,2014,10,1.0
A700282,Return_to_owner,1,0,5.0,2015,4,1.0
A680209,Return_to_owner,1,1,2.0,2014,5,1.0
A690474,Transfer,1,1,0.057692307692307696,2014,10,0.0
A670832,Adoption,1,0,2.0,2015,12,1.0
A706273,Adoption,0,1,0.16666666666666666,2015,7,1.0
A678955,Adoption,0,1,0.3333333333333333,2014,9,1.0
A682536,Transfer,1,0,0.3333333333333333,2014,7,1.0
A696497,Adoption,1,0,0.3333333333333333,2015,2,1.0
A706774,Transfer,0,0,2.0,2015,7,
A666814,Adoption,0,0,0.16666666666666666,2013,11,1.0
A719226,Transfer,1,0,0.25,2016,1,0.0
A705800,Transfer,0,0,1.0,2015,6,1.0
A720486,Adoption,1,1,0.6666666666666666,2016,2,1.0
A674694,Return_to_owner,1,0,5.0,2014,3,1.0
A675581,Transfer,1,0,0.08333333333333333,2014,4,0.0
A671555,Transfer,0,1,0.5833333333333334,2014,1,0.0
A711416,Transfer,0,0,0.038461538461538464,2015,9,
A711342,Adoption,0,0,0.25,2015,11,1.0
A684495,Adoption,0,1,4.0,2015,10,1.0
A678736,Transfer,1,0,0.019230769230769232,2014,5,0.0
A677072,Adoption,1,0,1.0,2014,4,1.0
A689212,Adoption,1,0,1.0,2015,4,1.0
A718245,Adoption,1,0,2.0,2015,12,1.0
A709553,Adoption,1,0,0.3333333333333333,2015,8,1.0
A675188,Return_to_owner,1,0,2.0,2014,4,1.0
A698969,Return_to_owner,1,1,1.0,2015,3,1.0
A696449,Return_to_owner,1,0,3.0,2015,2,1.0
A684211,Adoption,1,0,0.8333333333333334,2014,8,1.0
A680715,Transfer,1,1,2.0,2014,12,1.0
A668209,Transfer,1,1,3.0,2013,12,0.0
A671517,Transfer,0,1,0.4166666666666667,2014,2,0.0
A684090,Adoption,1,1,0.9166666666666666,2014,7,1.0
A663530,Transfer,1,0,2.0,2013,10,1.0
A675335,Return_to_owner,1,1,4.0,2014,3,1.0
A688803,Return_to_owner,1,1,3.0,2014,9,1.0
A666896,Transfer,1,1,0.08333333333333333,2013,11,0.0
A695636,Adoption,1,1,0.08333333333333333,2015,2,1.0
A676355,Euthanasia,1,0,2.0,2014,4,1.0
A707355,Transfer,0,1,0.08333333333333333,2015,7,0.0
A678965,Transfer,0,1,0.057692307692307696,2014,5,0.0
A666592,Adoption,1,0,2.0,2013,11,1.0
A719176,Transfer,1,0,12.0,2016,1,0.0
A708443,Adoption,1,1,1.0,2015,8,1.0
A666091,Adoption,0,0,0.16666666666666666,2013,12,1.0
A697686,Euthanasia,0,1,8.0,2015,8,1.0
A672346,Transfer,1,1,1.0,2014,2,0.0
A664625,Return_to_owner,1,0,2.0,2013,10,0.0
A673393,Adoption,1,0,2.0,2014,3,1.0
A677633,Euthanasia,0,0,0.038461538461538464,2014,4,
A667550,Return_to_owner,1,1,5.0,2013,11,1.0
A704429,Transfer,1,0,0.01643835616438356,2015,6,
A698971,Transfer,1,0,5.0,2015,4,1.0
A674662,Transfer,1,1,0.07692307692307693,2014,3,0.0
A705357,Euthanasia,0,0,0.005479452054794521,2015,6,
A667861,Adoption,1,0,3.0,2013,12,1.0
A694547,Adoption,1,0,1.0,2015,1,1.0
A713157,Adoption,1,0,0.08333333333333333,2015,10,1.0
A663550,Adoption,0,0,0.25,2013,10,1.0
A700114,Adoption,0,1,1.0,2015,4,1.0
A459318,Return_to_owner,1,0,3.0,2014,2,1.0
A701074,Euthanasia,0,0,0.07692307692307693,2015,4,0.0
A489704,Adoption,1,0,14.0,2015,3,1.0
A667467,Return_to_owner,1,1,12.0,2013,11,1.0
A673327,Transfer,1,1,2.0,2014,3,1.0
A700255,Adoption,1,0,4.0,2015,7,1.0
A715385,Return_to_owner,1,1,5.0,2015,11,1.0
A692837,Adoption,0,0,0.08333333333333333,2014,12,1.0
A678253,Adoption,0,1,0.5833333333333334,2014,5,1.0
A711745,Transfer,0,0,8.0,2015,10,1.0
A681218,Adoption,1,0,0.25,2014,6,1.0
A688093,Adoption,1,0,5.0,2014,9,1.0
A658404,Adoption,0,0,0.6666666666666666,2013,12,1.0
A678087,Adoption,0,1,0.25,2014,7,1.0
A693321,Adoption,0,1,6.0,2014,12,1.0
A670005,Adoption,1,1,0.4166666666666667,2014,1,1.0
A680810,Adoption,1,1,0.16666666666666666,2014,6,1.0
A699490,Return_to_owner,1,0,0.3333333333333333,2015,4,1.0
A678349,Adoption,1,1,2.0,2014,5,1.0
A666629,Adoption,1,0,2.0,2013,11,1.0
A665102,Adoption,1,1,0.16666666666666666,2013,10,1.0
A701373,Adoption,0,0,0.08333333333333333,2015,6,1.0
A699871,Return_to_owner,1,0,1.0,2015,4,1.0
A716334,Adoption,1,1,2.0,2015,12,1.0
A697151,Transfer,0,1,2.0,2015,2,1.0
A691699,Transfer,1,1,0.4166666666666667,2014,11,0.0
A712078,Transfer,1,1,0.3333333333333333,2015,9,1.0
A702980,Transfer,0,0,0.038461538461538464,2015,5,
A667404,Return_to_owner,1,1,3.0,2013,11,1.0
A685798,Return_to_owner,1,1,4.0,2014,8,1.0
A673007,Adoption,1,0,1.0,2014,2,1.0
A665444,Euthanasia,0,1,0.08333333333333333,2013,10,0.0
A685615,Transfer,1,1,0.08333333333333333,2014,8,0.0
A663342,Euthanasia,1,0,1.0,2013,10,1.0
A666212,Adoption,0,0,0.25,2013,12,1.0
A702505,Transfer,0,1,0.07692307692307693,2015,5,0.0
A688151,Adoption,1,0,5.0,2014,9,1.0
A712995,Transfer,0,0,8.0,2015,10,0.0
A697876,Return_to_owner,1,0,2.0,2015,3,1.0
A673866,Transfer,1,0,0.8333333333333334,2014,3,0.0
A695182,Adoption,1,0,7.0,2015,1,1.0
A682187,Transfer,0,0,0.038461538461538464,2014,6,0.0
A670502,Adoption,1,1,5.0,2014,1,1.0
A680485,Adoption,0,1,0.16666666666666666,2014,7,1.0
A685992,Adoption,0,0,0.16666666666666666,2014,8,0.0
A715044,Return_to_owner,1,0,10.0,2015,11,1.0
A707692,Transfer,0,1,0.08333333333333333,2015,8,0.0
A720461,Adoption,1,1,0.5,2016,2,1.0
A679410,Transfer,0,0,0.01643835616438356,2014,5,0.0
A700655,Transfer,0,0,0.005479452054794521,2015,4,
A696116,Adoption,1,1,1.0,2015,2,1.0
A685283,Transfer,0,0,0.019230769230769232,2014,8,0.0
A683945,Transfer,0,1,0.019230769230769232,2014,7,0.0
A709485,Return_to_owner,0,0,2.0,2015,12,1.0
A669504,Adoption,0,0,0.5,2014,1,1.0
A701346,Euthanasia,1,1,3.0,2015,5,0.0
A684464,Adoption,1,0,0.16666666666666666,2014,7,1.0
A718583,Return_to_owner,1,0,1.0,2016,1,1.0
A719091,Adoption,1,0,2.0,2016,1,1.0
A626771,Transfer,1,0,2.0,2014,6,1.0
A695688,Return_to_owner,1,0,1.0,2015,1,1.0
A696153,Adoption,1,0,0.08333333333333333,2015,2,1.0
A682469,Transfer,0,0,0.00821917808219178,2014,6,0.0
A683434,Transfer,1,0,0.75,2014,7,0.0
A710276,Euthanasia,0,1,5.0,2015,9,0.0
A711469,Adoption,0,1,0.16666666666666666,2015,10,1.0
A710835,Return_to_owner,1,0,2.0,2015,9,1.0
A664720,Adoption,1,1,6.0,2013,12,1.0
A678339,Return_to_owner,1,1,8.0,2014,12,1.0
A671577,Transfer,1,0,1.0,2014,2,1.0
A718523,Transfer,1,1,0.4166666666666667,2016,1,0.0
A668580,Transfer,1,0,1.0,2013,12,0.0
A534959,Return_to_owner,1,1,8.0,2016,1,1.0
A489464,Return_to_owner,1,1,8.0,2015,11,1.0
A705066,Adoption,0,1,0.16666666666666666,2015,6,1.0
A718056,Transfer,0,1,6.0,2015,12,0.0
A708713,Return_to_owner,1,1,2.0,2015,7,1.0
A705602,Return_to_owner,1,1,3.0,2015,6,0.0
A676343,Transfer,0,1,0.038461538461538464,2014,4,0.0
A702706,Return_to_owner,1,0,0.25,2015,5,1.0
A705146,Adoption,1,0,13.0,2015,10,1.0
A677889,Return_to_owner,1,0,0.9166666666666666,2014,5,1.0
A668058,Adoption,1,0,0.75,2013,12,1.0
A668218,Adoption,0,1,0.16666666666666666,2013,12,1.0
A667827,Transfer,0,0,0.3333333333333333,2013,11,0.0
A704728,Adoption,0,1,2.0,2015,6,1.0
A678820,Transfer,0,0,0.0,2014,5,
A683584,Adoption,1,1,8.0,2014,7,1.0
A697680,Transfer,1,0,0.16666666666666666,2015,2,0.0
A697252,Adoption,1,0,1.0,2015,2,1.0
A705516,Transfer,0,1,0.16666666666666666,2015,6,1.0
A707920,Transfer,1,1,2.0,2015,8,1.0
A685109,Adoption,0,0,0.16666666666666666,2014,9,1.0
A698264,Adoption,1,1,1.0,2015,3,1.0
A691682,Transfer,1,1,3.0,2015,1,1.0
A491810,Euthanasia,1,1,8.0,2013,12,1.0
A435209,Return_to_owner,1,1,9.0,2014,3,1.0
A673040,Transfer,0,1,0.019230769230769232,2014,2,0.0
A699788,Transfer,1,1,0.75,2015,4,1.0
A678143,Return_to_owner,1,1,4.0,2014,5,1.0
A679511,Return_to_owner,1,1,5.0,2014,5,1.0
A665708,Adoption,1,1,0.3333333333333333,2013,11,1.0
A669370,Adoption,1,0,3.0,2014,1,1.0
A720494,Adoption,1,1,0.08333333333333333,2016,2,1.0
A708977,Transfer,0,0,0.038461538461538464,2015,8,0.0
A712219,Transfer,0,0,2.0,2015,9,
A666916,Adoption,0,0,0.25,2013,11,1.0
A718793,Adoption,0,0,12.0,2016,1,1.0
A706507,Died,0,0,0.0136986301369863,2015,6,
A694052,Transfer,1,0,0.038461538461538464,2014,12,0.0
A618957,Return_to_owner,1,0,3.0,2014,12,1.0
A677555,Adoption,1,1,2.0,2014,7,1.0
A689949,Transfer,1,0,3.0,2014,10,1.0
A696225,Transfer,1,1,5.0,2015,2,1.0
A719061,Adoption,1,0,0.6666666666666666,2016,1,1.0
A661830,Transfer,0,1,1.0,2013,10,0.0
A717890,Transfer,1,0,4.0,2016,1,0.0
A678214,Adoption,0,0,0.16666666666666666,2014,7,1.0
A692321,Transfer,1,1,8.0,2014,12,1.0
A666866,Adoption,0,1,9.0,2016,1,1.0
A672416,Transfer,1,1,0.08333333333333333,2014,2,0.0
A717402,Adoption,1,1,2.0,2015,12,1.0
A699857,Adoption,1,1,0.3333333333333333,2015,4,1.0
A699793,Euthanasia,1,1,8.0,2015,4,1.0
A719076,Euthanasia,0,1,0.25,2016,1,0.0
A714623,Return_to_owner,1,0,5.0,2015,10,1.0
A700773,Transfer,0,0,0.057692307692307696,2015,4,
A590362,Transfer,1,0,4.0,2015,5,1.0
A695794,Adoption,1,1,1.0,2015,1,1.0
A690122,Adoption,1,1,0.5,2014,10,1.0
A717782,Return_to_owner,1,0,15.0,2015,12,1.0
A663962,Euthanasia,1,1,2.0,2013,10,0.0
A677628,Adoption,0,0,0.16666666666666666,2014,5,1.0
A638819,Euthanasia,1,1,10.0,2015,7,1.0
A687660,Transfer,1,1,0.16666666666666666,2014,9,0.0
A692464,Return_to_owner,1,1,0.9166666666666666,2014,11,1.0
A673937,Transfer,1,0,0.16666666666666666,2014,3,0.0
A714086,Transfer,1,1,1.0,2015,10,0.0
A680504,Transfer,0,1,2.0,2014,6,0.0
A713850,Adoption,1,0,0.5833333333333334,2015,10,1.0
A697358,Adoption,0,1,0.3333333333333333,2015,2,1.0
A708875,Adoption,1,0,0.16666666666666666,2015,10,1.0
A688547,Adoption,0,1,0.3333333333333333,2015,1,1.0
A710343,Adoption,1,0,0.16666666666666666,2015,8,1.0
A673777,Transfer,1,1,1.0,2014,3,0.0
A689748,Adoption,1,0,1.0,2014,10,1.0
A699832,Return_to_owner,1,0,10.0,2015,4,1.0
A693440,Adoption,1,0,1.0,2015,1,1.0
A664509,Adoption,1,1,0.75,2013,11,1.0
A669384,Return_to_owner,1,1,15.0,2013,12,1.0
A587006,Adoption,1,0,5.0,2014,4,1.0
A654719,Adoption,1,1,5.0,2013,10,1.0
A694740,Return_to_owner,1,0,2.0,2015,1,0.0
A709212,Adoption,0,1,0.5833333333333334,2015,9,1.0
