AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,ColorMix,BreedMix
A696531,,2015-02-07 09:00:00,Transfer,Cat,Male,1.0,Domestic Longhair,Brown Tabby,2015,2,False,False,False
A678351,Gemma,2014-06-16 16:03:00,Adoption,Dog,Female,1.0,Pit Bull,White,2014,6,True,True,False
A710926,,2015-08-30 16:25:00,Transfer,Cat,,0.0027397260273972603,Domestic Shorthair,Gray Tabby,2015,8,,False,False
A671149,,2014-01-23 17:24:00,Transfer,Dog,Female,1.0,Cardigan Welsh Corgi,Black,2014,1,True,True,False
A703801,Kieran,2015-07-06 17:13:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,White,2015,7,True,True,False
A675642,,2014-04-03 13:32:00,Euthanasia,Dog,Male,14.0,Chihuahua Shorthair,Brown,2014,4,True,True,False
A688513,Jasmine,2014-09-26 16:19:00,Adoption,Cat,Female,0.3333333333333333,Siamese,Lynx Point,2014,9,True,False,False
A705141,Shane,2015-06-22 12:57:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2015,6,False,False,False
A690696,Leia,2014-11-10 10:01:00,Euthanasia,Dog,Female,5.0,Pit Bull,Brown Brindle,2014,11,False,False,False
A712858,,2015-09-29 14:32:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Black,2015,9,,False,False
A678616,Chavez,2014-05-17 11:20:00,Return_to_owner,Dog,Male,2.0,Miniature Schnauzer,Black,2014,5,True,False,False
A668290,,2013-12-01 18:36:00,Transfer,Cat,Male,0.07692307692307693,Domestic Longhair,Black,2013,12,False,True,False
A680800,Stryker,2014-06-09 17:20:00,Return_to_owner,Dog,Male,2.0,German Shepherd,White,2014,6,True,False,False
A643280,Nala,2014-07-27 18:19:00,Adoption,Dog,Female,3.0,Pit Bull,White,2014,7,True,True,False
A719449,Taz,2016-01-23 13:24:00,Transfer,Dog,Male,7.0,Chihuahua Shorthair,Black,2016,1,True,True,False
A693987,,2014-12-22 17:44:00,Adoption,Dog,Female,1.0,Labrador Retriever,Black,2014,12,True,False,False
A699169,Deuce,2015-03-26 17:15:00,Return_to_owner,Dog,Male,8.0,Labrador Retriever,Brown,2015,3,True,False,False
A680298,Buddy,2014-06-05 13:04:00,Return_to_owner,Dog,Male,2.0,Miniature Poodle,White,2014,6,True,False,False
A680582,,2014-06-04 17:43:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,White,2014,6,,False,False
A666251,Knox,2013-11-01 11:09:00,Return_to_owner,Dog,Male,1.0,Siberian Husky,Gray,2013,11,True,True,False
A709473,Annie,2015-08-16 18:43:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Yellow,2015,8,True,True,False
A665006,Sasha,2013-12-22 11:48:00,Adoption,Dog,Female,0.6666666666666666,Border Collie,White,2013,12,True,True,False
A708087,Lily,2015-08-23 19:33:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Brown Tabby,2015,8,True,True,False
A664002,Friskey,2013-10-11 17:17:00,Adoption,Cat,Female,0.5,Domestic Shorthair,Tortie,2013,10,True,False,False
A691333,Marty,2014-11-11 13:44:00,Transfer,Dog,Male,1.0,Miniature Poodle,White,2014,11,True,False,False
A672734,Nino,2014-02-27 18:50:00,Return_to_owner,Dog,Male,0.6666666666666666,Chihuahua Shorthair,Tan,2014,2,True,False,False
A696628,,2015-02-08 18:58:00,Euthanasia,Cat,Male,1.0,Domestic Shorthair,Black,2015,2,False,False,False
A664157,Ponyo,2013-10-11 17:30:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Tricolor,2013,10,True,False,False
A652379,Bubba,2015-03-23 15:13:00,Euthanasia,Cat,Male,4.0,Domestic Medium Hair,Black,2015,3,True,False,False
A713748,Itty Bitty,2015-10-18 16:46:00,Adoption,Cat,Female,1.0,Domestic Shorthair,White,2015,10,True,True,False
A695238,Chester,2015-01-12 13:39:00,Return_to_owner,Dog,Male,2.0,Border Collie,Tan,2015,1,True,True,False
A701441,Lacy,2015-05-12 12:02:00,Transfer,Dog,Female,0.5,Labrador Retriever,Brown,2015,5,True,False,False
A711112,Malarkey,2015-10-22 10:10:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,10,True,False,False
A704105,Hibiscus,2015-06-15 15:39:00,Transfer,Cat,Female,0.25,Domestic Shorthair,White,2015,6,True,True,False
A699221,Coast,2015-03-28 17:40:00,Adoption,Dog,Male,2.0,Pit Bull,Blue,2015,3,True,True,False
A681697,,2014-06-19 15:44:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2014,6,False,True,False
A716856,Growler,2015-12-20 14:55:00,Adoption,Cat,Male,0.5833333333333334,Domestic Shorthair,Brown Tabby,2015,12,True,False,False
A665153,,2013-10-18 17:28:00,Adoption,Cat,Male,0.5,Domestic Shorthair,Orange Tabby,2013,10,True,False,False
A711720,Lucy,2016-02-03 12:44:00,Adoption,Dog,Female,1.0,Pointer,White,2016,2,True,True,False
A676004,Scratch,2014-04-03 13:18:00,Euthanasia,Cat,Female,5.0,Domestic Shorthair,Blue Tabby,2014,4,False,False,False
A713722,Blaze,2015-10-12 17:09:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Blue,2015,10,True,True,False
A679223,Steve-O,2014-05-18 12:06:00,Return_to_owner,Dog,Male,3.0,Chihuahua Shorthair,White,2014,5,True,True,False
A710194,Oscar,2015-08-31 15:21:00,Adoption,Cat,Male,8.0,Maine Coon,Brown Tabby,2015,8,True,True,False
A700027,,2015-04-18 13:04:00,Euthanasia,Dog,Female,1.0,Pit Bull,Brown,2015,4,False,True,False
A682793,Jenkins,2014-07-19 17:01:00,Adoption,Dog,Male,1.0,German Shepherd,Sable,2014,7,True,True,False
A721033,Little Bit,2016-02-20 16:18:00,Return_to_owner,Dog,Male,0.75,Rat Terrier,Black Brindle,2016,2,True,True,False
A687244,,2014-09-04 13:12:00,Euthanasia,Dog,Female,10.0,Standard Schnauzer,White,2014,9,False,True,False
A678585,,2014-05-10 17:44:00,Transfer,Cat,Female,0.057692307692307696,Domestic Shorthair,Blue,2014,5,False,False,False
A681091,Milburn,2014-06-19 14:34:00,Transfer,Cat,Male,3.0,Domestic Shorthair,Orange Tabby,2014,6,True,False,False
A696005,,2015-02-03 13:29:00,Transfer,Dog,Female,0.4166666666666667,Dachshund Wirehair,Buff,2015,2,True,False,False
A570741,Scott,2014-07-06 14:19:00,Return_to_owner,Dog,Male,14.0,Australian Shepherd,Blue,2014,7,True,True,False
A526647,Yeti,2015-04-02 15:20:00,Return_to_owner,Dog,Male,6.0,Maltese,White,2015,4,True,True,False
A690444,Buddy,2014-12-04 12:29:00,Transfer,Cat,Male,2.0,Domestic Longhair,Black,2014,12,True,True,False
A700350,,2015-04-12 16:20:00,Transfer,Cat,,0.0136986301369863,Domestic Shorthair,Black,2015,4,,False,False
A673194,,2014-02-26 17:29:00,Adoption,Dog,Female,0.25,Chihuahua Shorthair,Tan,2014,2,True,True,False
A675513,,2014-05-24 13:04:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,5,True,True,False
A689050,Cherie,2014-10-27 16:53:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,10,True,False,False
A701392,,2015-04-29 09:00:00,Transfer,Cat,,4.0,Domestic Longhair,Black,2015,4,,False,False
A692460,,2014-11-25 18:43:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Torbie,2014,11,False,False,False
A670388,,2014-01-11 16:16:00,Euthanasia,Cat,Male,12.0,Domestic Shorthair,Brown Tabby,2014,1,True,False,False
A686818,Ruger,2014-09-17 16:12:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Black,2014,9,True,False,False
A678762,Charlie,2014-05-14 18:52:00,Adoption,Dog,Male,6.0,Pomeranian,Black,2014,5,True,True,False
A665849,Scooter,2014-03-10 16:59:00,Transfer,Dog,Male,2.0,Chihuahua Shorthair,Tan,2014,3,True,False,False
A673882,,2014-03-07 14:39:00,Transfer,Cat,Male,0.057692307692307696,Domestic Shorthair,Brown Tabby,2014,3,False,False,False
A699374,Damian,2015-03-27 11:45:00,Return_to_owner,Dog,Male,2.0,Rottweiler,Black,2015,3,False,True,False
A687301,Sidney,2014-09-18 13:18:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Blue Tabby,2014,9,True,False,False
A696704,,2015-02-14 17:26:00,Adoption,Dog,Female,4.0,Yorkshire Terrier,Tan,2015,2,True,False,False
A711900,,2015-09-13 16:39:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Orange Tabby,2015,9,,False,False
A690193,,2014-10-16 16:55:00,Transfer,Dog,Female,0.08333333333333333,Plott Hound,Black,2014,10,False,False,False
A682104,,2014-06-24 16:33:00,Transfer,Dog,Female,0.09615384615384616,Australian Cattle Dog,Black,2014,6,False,True,False
A687011,Gigi,2014-12-07 11:32:00,Transfer,Dog,Female,0.9166666666666666,Boston Terrier,Black,2014,12,True,True,False
A698883,,2015-03-19 12:37:00,Euthanasia,Cat,Male,1.0,Domestic Shorthair,Black,2015,3,False,True,False
A717022,Pickles,2015-12-13 16:20:00,Adoption,Dog,Male,1.0,Swedish Vallhund,Tan,2015,12,True,True,False
A706766,Radar,2016-02-13 10:17:00,Adoption,Cat,Male,2.0,Domestic Shorthair,White,2016,2,True,True,False
A715630,Cody,2015-11-07 19:13:00,Return_to_owner,Dog,Male,5.0,Basset Hound,Brown,2015,11,False,False,False
A704299,Farrah,2015-06-18 18:23:00,Transfer,Dog,Female,6.0,Siberian Husky,White,2015,6,True,True,False
A707859,Bernie,2015-12-31 14:42:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Brown,2015,12,True,True,False
A163459,Sasha,2014-11-14 19:28:00,Return_to_owner,Dog,Female,15.0,Miniature Schnauzer,Black,2014,11,False,True,False
A701598,Moby,2015-05-09 14:07:00,Transfer,Dog,Male,2.0,Australian Shepherd,Cream,2015,5,False,False,False
A708839,Doug,2015-10-01 12:09:00,Transfer,Cat,Male,0.16666666666666666,Domestic Medium Hair,Orange Tabby,2015,10,True,False,False
A683999,,2014-07-18 18:25:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Brown Tabby,2014,7,,False,False
A665618,,2013-10-21 16:04:00,Transfer,Cat,Female,0.4166666666666667,Domestic Shorthair,Calico,2013,10,False,True,False
A682524,Rio,2014-07-02 14:16:00,Return_to_owner,Dog,Male,4.0,Doberman Pinsch,Tan,2014,7,True,True,False
A667455,Bebop,2013-11-20 13:32:00,Transfer,Dog,Female,1.0,Chihuahua Shorthair,White,2013,11,True,True,False
A668223,Bodi,2013-12-07 11:02:00,Return_to_owner,Dog,Male,5.0,Labrador Retriever,Black,2013,12,True,True,False
A710797,Rusty,2015-09-01 00:00:00,Transfer,Dog,Male,1.0,English Pointer,Brown,2015,9,True,True,False
A705185,,2015-06-14 14:30:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Black,2015,6,,True,False
A712526,,2015-09-24 18:23:00,Transfer,Cat,,0.057692307692307696,Domestic Shorthair,Brown Tabby,2015,9,,True,False
A679979,Fifi,2014-07-13 19:32:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2014,7,True,True,False
A694845,,2015-01-20 14:42:00,Transfer,Dog,Female,0.038461538461538464,Border Collie,Black,2015,1,False,True,False
A680823,,2014-06-08 14:08:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Longhair,Blue,2014,6,False,True,False
A713159,,2015-10-04 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Calico,2015,10,False,False,False
A699885,Henry,2015-04-12 13:54:00,Adoption,Dog,Male,0.25,Chihuahua Shorthair,Black,2015,4,True,True,False
A685872,Cassie,2014-08-20 15:01:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Silver Lynx Point,2014,8,False,False,False
A704125,Lexie,2015-06-10 16:54:00,Return_to_owner,Dog,Female,6.0,American Staffordshire Terrier,Tan,2015,6,True,True,False
A692067,Artie,2014-12-04 17:27:00,Transfer,Dog,Male,2.0,Great Dane,Gray,2014,12,True,True,False
A680492,Dusty,2014-06-07 17:38:00,Adoption,Dog,Female,0.3333333333333333,Australian Shepherd,Yellow Brindle,2014,6,True,False,False
A682761,Shadow,2014-07-02 18:49:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Blue,2014,7,False,True,False
A699647,Chaquito,2015-06-30 13:09:00,Transfer,Dog,Male,3.0,Chihuahua Shorthair,White,2015,6,True,True,False
A714783,,2015-10-28 09:00:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Orange Tabby,2015,10,False,True,False
A716327,Sasha,2015-12-17 15:40:00,Adoption,Dog,Female,1.0,Labrador Retriever,Brown,2015,12,True,False,False
A690526,Willa,2014-10-23 11:38:00,Return_to_owner,Dog,Female,3.0,Pointer,White,2014,10,True,True,False
A532406,Zoey,2014-09-22 18:16:00,Adoption,Dog,Female,6.0,Toy Poodle,Black,2014,9,True,False,False
A663887,Hooch,2013-10-01 15:07:00,Euthanasia,Dog,Male,3.0,Pit Bull,Red,2013,10,True,True,False
A664799,,2013-10-09 17:04:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,Brown Tabby,2013,10,False,True,False
A684824,Michonne,2014-08-06 14:23:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black,2014,8,False,True,False
A666769,Willie,2013-11-27 14:32:00,Transfer,Dog,Male,2.0,Pit Bull,Brown Brindle,2013,11,False,True,False
A716755,Princess,2015-12-06 19:05:00,Adoption,Dog,Female,1.0,Maltese,White,2015,12,True,False,False
A669817,Jj,2014-02-09 15:58:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,White,2014,2,False,True,False
A671549,Nitro,2014-02-05 16:08:00,Return_to_owner,Cat,Male,2.0,Domestic Shorthair,Black,2014,2,True,True,False
A697894,,2015-03-03 11:40:00,Transfer,Cat,,0.00821917808219178,Domestic Shorthair,Black,2015,3,,False,False
A708044,,2015-07-26 15:22:00,Transfer,Dog,Male,3.0,Pomeranian,Red,2015,7,True,False,False
A706561,,2015-07-07 18:32:00,Adoption,Dog,Female,0.16666666666666666,Pointer,Black,2015,7,True,True,False
A689497,Kit Kat,2014-10-05 11:52:00,Return_to_owner,Dog,Female,4.0,Yorkshire Terrier,Brown,2014,10,True,True,False
A687536,,2014-09-06 12:10:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,Brown Tabby,2014,9,False,False,False
A695049,,2015-01-13 14:43:00,Transfer,Cat,Female,0.5,Domestic Shorthair,Torbie,2015,1,True,False,False
A697336,Patrick,2015-03-03 11:29:00,Return_to_owner,Dog,Male,2.0,Miniature Pinscher,Black,2015,3,False,True,False
A692433,,2014-11-20 14:42:00,Euthanasia,Dog,Male,0.6666666666666666,Chihuahua Shorthair,Tricolor,2014,11,False,False,False
A709334,Larry,2016-02-20 13:49:00,Adoption,Cat,Male,3.0,Domestic Shorthair,Orange Tabby,2016,2,True,False,False
A697354,,2015-02-22 12:56:00,Euthanasia,Cat,Male,4.0,Domestic Shorthair,Black,2015,2,False,True,False
A696905,,2015-02-18 11:37:00,Transfer,Dog,Female,10.0,Shih Tzu,White,2015,2,True,False,False
A702921,Agatha,2015-05-24 17:30:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2015,5,True,False,False
A710767,,2015-08-28 09:00:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Blue Tabby,2015,8,False,False,False
A690534,Edward,2014-11-20 12:36:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,11,True,False,False
A699586,Max,2015-03-30 18:40:00,Return_to_owner,Cat,Male,2.0,Sphynx,Brown Tabby,2015,3,False,True,False
A708792,Faith,2015-08-04 12:44:00,Return_to_owner,Dog,Female,10.0,Bichon Frise,White,2015,8,True,False,False
A692266,,2014-11-19 10:30:00,Transfer,Cat,Male,0.07692307692307693,Domestic Shorthair,Black,2014,11,False,False,False
A708084,Ozzie,2015-09-15 14:07:00,Transfer,Dog,Male,2.0,Rottweiler,Black,2015,9,True,False,False
A718843,,2016-01-14 16:08:00,Transfer,Dog,Female,7.0,Pug,White,2016,1,True,True,False
A665750,Levi,2013-10-26 18:04:00,Adoption,Dog,Male,0.16666666666666666,Anatol Shepherd,Red,2013,10,False,True,False
A690086,Charlotte,2014-10-20 18:41:00,Adoption,Dog,Female,0.4166666666666667,Australian Shepherd,Brown,2014,10,True,True,False
A626351,Cleo,2015-02-28 19:12:00,Adoption,Dog,Female,5.0,Pit Bull,Tan,2015,2,True,True,False
A704005,Petunia,2015-07-18 15:09:00,Adoption,Cat,Female,0.16666666666666666,Siamese,Lynx Point,2015,7,True,False,False
A706402,Pia,2015-07-26 18:48:00,Adoption,Dog,Female,2.0,Bulldog,Brown,2015,7,True,True,False
A664780,Jade,2013-10-21 11:20:00,Adoption,Dog,Female,0.5,Labrador Retriever,Black,2013,10,True,False,False
A667028,Mike,2013-11-30 17:43:00,Adoption,Cat,Male,1.0,Domestic Shorthair,Orange Tabby,2013,11,True,False,False
A700336,Fluffy,2015-04-19 17:52:00,Transfer,Dog,Female,7.0,Chihuahua Longhair,Tricolor,2015,4,True,False,False
A711731,,2015-09-11 00:00:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Brown Tabby,2015,9,False,True,False
A718139,Rudolph,2016-01-29 15:36:00,Adoption,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2016,1,True,False,False
A710678,Mocha,2015-10-18 17:08:00,Adoption,Cat,Female,8.0,Domestic Longhair,Tortie,2015,10,True,False,False
A716583,Molly,2015-11-21 15:25:00,Return_to_owner,Dog,Female,1.0,Chihuahua Shorthair,Red,2015,11,False,False,False
A712647,Cooper,2015-09-26 12:43:00,Return_to_owner,Dog,Male,4.0,Shih Tzu,White,2015,9,True,False,False
A688090,,2014-09-19 14:35:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Blue,2014,9,False,False,False
A666350,Bailey,2013-10-31 17:26:00,Return_to_owner,Dog,Male,0.9166666666666666,Miniature Poodle,White,2013,10,True,False,False
A713269,Sofia,2015-10-11 18:09:00,Adoption,Dog,Female,0.16666666666666666,German Shepherd,Tan,2015,10,True,True,False
A683834,,2014-07-16 09:00:00,Transfer,Cat,Female,2.0,Manx,Brown Tabby,2014,7,False,False,False
A670693,Milhouse,2014-01-17 17:43:00,Adoption,Dog,Male,1.0,Cardigan Welsh Corgi,Black Smoke,2014,1,True,True,False
A703850,,2015-05-31 14:54:00,Transfer,Dog,Male,0.0136986301369863,American Bulldog,White,2015,5,False,True,False
A680587,Juniper,2014-06-17 14:00:00,Adoption,Cat,Male,0.3333333333333333,Domestic Shorthair,Black,2014,6,True,False,False
A666073,Jil,2013-10-30 15:14:00,Transfer,Cat,Female,0.07692307692307693,Siamese,Lynx Point,2013,10,False,False,False
A687318,Ziggy,2014-09-13 15:26:00,Adoption,Cat,Female,2.0,Domestic Longhair,Black,2014,9,True,False,False
A652954,Max,2014-02-03 11:40:00,Adoption,Dog,Male,1.0,German Shepherd,Brown,2014,2,True,True,False
A709402,Scruffles,2015-08-08 16:44:00,Return_to_owner,Cat,Female,2.0,Domestic Shorthair,Calico,2015,8,True,False,False
A665562,,2013-10-28 17:21:00,Died,Dog,Female,2.0,Chihuahua Shorthair,Tan,2013,10,False,False,False
A716648,Blaze,2015-12-23 13:37:00,Transfer,Cat,Male,0.3333333333333333,Domestic Shorthair,Blue,2015,12,True,True,False
A700344,,2015-04-12 13:41:00,Transfer,Cat,,0.0027397260273972603,Domestic Shorthair,Brown Tabby,2015,4,,False,False
A691045,Patches,2014-10-29 16:10:00,Return_to_owner,Dog,Male,14.0,Labrador Retriever,White,2014,10,True,True,False
A719209,Blacky,2016-01-21 11:09:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Black,2016,1,True,False,False
A687583,Magilla,2014-09-13 15:59:00,Adoption,Dog,Male,4.0,Pit Bull,Brown,2014,9,True,False,False
A695175,Sugar,2015-01-14 13:37:00,Transfer,Dog,Female,5.0,Boxer,Brown,2015,1,True,True,False
A681159,Ting Ting,2014-06-23 13:03:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Tortie,2014,6,False,False,False
A687398,,2014-09-08 17:38:00,Transfer,Dog,Female,3.0,Rat Terrier,White,2014,9,False,True,False
A678597,Bruno,2014-06-17 13:50:00,Transfer,Cat,Male,6.0,Domestic Medium Hair,Orange Tabby,2014,6,True,True,False
A689728,,2014-10-16 16:50:00,Euthanasia,Dog,Female,3.0,Pit Bull,Blue,2014,10,False,True,False
A686842,Herman,2014-09-07 15:49:00,Euthanasia,Dog,Male,2.0,Staffordshire,Fawn,2014,9,True,True,False
A680889,Hansel,2014-06-14 12:26:00,Adoption,Dog,Male,1.0,Dachshund,Red,2014,6,True,False,False
A720153,Mitchell,2016-02-09 16:31:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Torbie,2016,2,True,False,False
A667421,,2013-11-19 18:58:00,Transfer,Dog,Male,0.08333333333333333,German Shepherd,Black,2013,11,False,True,False
A687894,Lina,2014-12-04 17:24:00,Transfer,Dog,Female,2.0,Australian Kelpie,Blue,2014,12,True,False,False
A699683,Bruno,2015-04-01 11:58:00,Return_to_owner,Dog,Male,4.0,Boxer,Brown Brindle,2015,4,False,True,False
A683336,Rosie,2014-07-14 13:32:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Black,2014,7,True,True,False
A678658,Killer,2014-05-22 15:42:00,Adoption,Dog,Male,4.0,Chihuahua Shorthair,Brown,2014,5,True,True,False
A665681,,2013-10-29 17:22:00,Adoption,Dog,Male,0.16666666666666666,Chihuahua Shorthair,Tan,2013,10,True,True,False
A542056,T.T.,2014-11-05 12:03:00,Transfer,Cat,Female,5.0,Siamese,Calico Point,2014,11,True,False,False
A711820,Tuxedo,2015-11-09 17:17:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Black,2015,11,True,True,False
A682683,Nadia,2014-07-16 17:44:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Black,2014,7,True,True,False
A674155,Toby,2014-03-09 17:22:00,Return_to_owner,Dog,Male,1.0,Maltese,White,2014,3,True,False,False
A714596,Cooper,2015-10-31 00:00:00,Adoption,Dog,Male,1.0,Boxer,White,2015,10,True,True,False
A679405,,2014-05-25 16:57:00,Adoption,Dog,Female,0.6666666666666666,Australian Kelpie,Brown,2014,5,True,True,False
A717462,,2015-12-21 14:41:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Brown Tabby,2015,12,True,True,False
A676887,Mutt,2014-04-29 17:04:00,Return_to_owner,Cat,Female,1.0,Domestic Shorthair,Black,2014,4,True,True,False
A667754,Littlejerry,2013-11-29 14:09:00,Transfer,Dog,Male,1.0,Chihuahua Shorthair,Fawn,2013,11,True,True,False
A666364,Little Bit,2013-11-10 16:04:00,Return_to_owner,Dog,Female,6.0,Dachshund,Brown,2013,11,True,False,False
A718964,Shadow,2016-01-11 14:44:00,Return_to_owner,Cat,Female,0.4166666666666667,Domestic Shorthair,Black,2016,1,True,False,False
A689757,Brik,2014-10-18 12:56:00,Return_to_owner,Dog,Male,2.0,Australian Cattle Dog,Red,2014,10,True,True,False
A693824,,2014-12-15 12:12:00,Euthanasia,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2014,12,False,False,False
A710190,Aslan,2015-08-24 18:07:00,Adoption,Cat,Male,1.0,Domestic Shorthair,Brown Tabby,2015,8,True,False,False
A709145,,2015-08-07 11:44:00,Died,Dog,Female,0.019230769230769232,Chihuahua Shorthair,Black,2015,8,False,True,False
A674170,Anubis,2014-03-15 17:49:00,Transfer,Dog,Male,0.6666666666666666,Chihuahua Shorthair,Brown,2014,3,True,True,False
A718510,Blue Boy,2016-01-07 16:31:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Blue,2016,1,True,True,False
A692499,Leah,2014-11-23 18:34:00,Return_to_owner,Dog,Female,3.0,Shih Tzu,Black,2014,11,True,False,False
A634982,Max,2015-11-25 12:11:00,Return_to_owner,Cat,Male,7.0,Domestic Shorthair,Black,2015,11,True,True,False
A695632,Camila,2015-01-20 17:32:00,Return_to_owner,Dog,Female,1.0,Chihuahua Shorthair,White,2015,1,True,True,False
A680675,,2014-06-05 18:15:00,Transfer,Cat,,0.005479452054794521,Domestic Shorthair,Brown Tabby,2014,6,,False,False
A712729,Paisley,2015-11-20 11:10:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2015,11,True,True,False
A695623,Starlit,2015-01-25 11:47:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Tan,2015,1,True,False,False
A683014,Ann,2014-07-09 14:47:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Brown Tabby,2014,7,False,False,False
A696409,Hans,2015-02-09 18:46:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2015,2,True,False,False
A673686,Iris,2014-03-16 14:56:00,Transfer,Dog,Female,2.0,Staffordshire,Gold,2014,3,False,True,False
A701274,Speck,2015-04-27 18:05:00,Return_to_owner,Cat,Female,1.0,Domestic Shorthair,Calico,2015,4,True,False,False
A670712,Ferdinand,2014-01-28 16:21:00,Transfer,Cat,Male,2.0,Domestic Medium Hair,Black,2014,1,True,True,False
A684781,Ms. Whiskers,2014-08-03 17:17:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Calico,2014,8,False,False,False
A713792,Farrelly,2015-10-18 19:27:00,Adoption,Dog,Male,1.0,Cairn Terrier,Brown,2015,10,True,True,False
A661158,Lewis Leelo,2013-11-25 19:19:00,Adoption,Cat,Male,5.0,Domestic Longhair,White,2013,11,True,True,False
A684304,Mister,2014-08-07 17:06:00,Transfer,Cat,Male,4.0,Domestic Medium Hair,Blue,2014,8,True,False,False
A713706,Hooker,2015-10-11 16:16:00,Return_to_owner,Dog,Male,10.0,Labrador Retriever,Yellow,2015,10,True,False,False
A700985,,2015-04-28 13:00:00,Transfer,Cat,Female,0.6666666666666666,Domestic Shorthair,Black,2015,4,True,True,False
A694044,Denver,2014-12-23 18:03:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Brown Brindle,2014,12,True,True,False
A694638,Ralphie,2015-01-05 17:27:00,Adoption,Dog,Male,3.0,Miniature Poodle,White,2015,1,True,False,False
A719491,,2016-02-10 18:34:00,Adoption,Dog,Male,0.08333333333333333,Dachshund,Tricolor,2016,2,True,False,False
A696352,Mia,2015-02-03 17:39:00,Return_to_owner,Dog,Female,10.0,Miniature Poodle,Black,2015,2,True,False,False
A703079,,2015-05-20 14:10:00,Transfer,Cat,Male,0.057692307692307696,Domestic Shorthair,Blue,2015,5,False,False,False
A689452,Eddie,2014-11-07 11:42:00,Transfer,Dog,Male,2.0,Dachshund,Brown,2014,11,True,True,False
A711806,Boomer,2015-09-28 15:17:00,Transfer,Dog,Male,2.0,Soft Coated Wheaten Terrier,Black,2015,9,True,True,False
A704957,Rex,2015-07-14 18:07:00,Adoption,Dog,Male,1.0,Labrador Retriever,Yellow,2015,7,True,False,False
A713697,Tora,2015-11-22 19:12:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Tortie,2015,11,True,False,False
A668819,,2013-12-10 15:01:00,Transfer,Cat,Male,2.0,Domestic Shorthair,White,2013,12,False,True,False
A680104,Aj,2014-06-03 14:40:00,Transfer,Cat,,0.08333333333333333,Domestic Shorthair,Brown Tabby,2014,6,,False,False
A695845,Molly,2015-01-30 14:21:00,Transfer,Dog,Female,2.0,Doberman Pinsch,Fawn,2015,1,True,False,False
