AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,Mix
A716707,,2015-12-27 00:00:00,Transfer,Dog,Male,0.16666666666666666,Toy Poodle,Tan/White,2015,12,False,True
A708202,Baldr,2015-08-02 17:43:00,Adoption,Dog,Male,2.0,Pit Bull,Chocolate/White,2015,8,True,True
A666782,Jack Frost,2013-12-20 17:00:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,White/Cream,2013,12,True,True
A661772,Destiny,2014-01-26 14:27:00,Adoption,Dog,Female,1.0,Pit Bull,Blue/White,2014,1,True,True
A713344,Nn,2015-11-22 12:28:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Blue,2015,11,True,True
A682240,Elaine,2014-08-14 11:50:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2014,8,True,True
A672163,Tito,2014-07-21 18:38:00,Adoption,Dog,Male,1.0,Pembroke Welsh Corgi,Tan/White,2014,7,True,True
A669758,Theo,2014-04-09 14:59:00,Transfer,Dog,Male,0.75,Catahoula,Black/Blue,2014,4,True,True
A677922,Pierre,2014-05-04 18:52:00,Return_to_owner,Dog,Male,0.6666666666666666,Yorkshire Terrier,Brown/Black,2014,5,True,True
A672285,,2014-02-07 17:39:00,Return_to_owner,Dog,Female,2.0,Beauceron,Black/Brown,2014,2,True,True
A673402,Big Boy,2014-02-23 16:36:00,Return_to_owner,Dog,Male,5.0,Yorkshire Terrier,Tan,2014,2,True,True
A529881,Elvis,2013-10-26 13:27:00,Return_to_owner,Dog,Male,6.0,Pit Bull,White/Black,2013,10,True,True
A673867,Thoth,2014-03-10 19:38:00,Adoption,Dog,Male,1.0,Miniature Poodle,White/Buff,2014,3,True,True
A547803,Sheba,2013-10-15 13:29:00,Euthanasia,Dog,Female,17.0,Cocker Spaniel,White/Brown,2013,10,True,False
A673545,Scrapper,2014-05-23 19:14:00,Adoption,Dog,Male,2.0,Labrador Retriever,Brown Brindle/White,2014,5,True,True
A693943,Rusty,2014-12-28 08:40:00,Adoption,Dog,Male,1.0,Australian Cattle Dog,Brown Merle,2014,12,True,True
A710957,Bruce,2015-10-26 17:08:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Black,2015,10,True,True
A683324,Shanudie,2014-07-30 13:46:00,Transfer,Cat,Female,0.6666666666666666,Domestic Shorthair,Calico,2014,7,True,True
A676051,Norma Jean,2014-04-12 12:08:00,Adoption,Dog,Female,8.0,Cairn Terrier,Tan,2014,4,True,True
A684747,Lyle,2014-08-01 07:13:00,Transfer,Dog,Male,0.16666666666666666,Pit Bull,Fawn/White,2014,8,False,True
A664399,Beth,2013-11-09 13:42:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2013,11,True,True
A707568,Cholo,2015-07-20 18:42:00,Return_to_owner,Dog,Male,6.0,Pit Bull,Brown Brindle/White,2015,7,True,True
A707124,Tripp,2015-07-13 12:29:00,Transfer,Dog,Male,2.0,Lhasa Apso,Black/White,2015,7,True,True
A686895,,2014-08-28 17:16:00,Transfer,Dog,Male,0.75,Pit Bull,Brown Brindle/White,2014,8,False,True
A709373,Mojo,2015-08-08 12:04:00,Euthanasia,Dog,Male,4.0,Pit Bull,Black/White,2015,8,False,True
A690026,Fred,2014-10-17 11:21:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,White/Black,2014,10,False,False
A683859,,2014-07-17 09:00:00,Transfer,Cat,Male,2.0,Domestic Shorthair,White,2014,7,False,True
A697669,Buster,2015-05-27 17:21:00,Adoption,Cat,Male,3.0,Domestic Shorthair,Orange Tabby/White,2015,5,True,True
A670630,Sampson,2014-02-06 16:15:00,Adoption,Dog,Male,1.0,Miniature Pinscher,Black/Tan,2014,2,True,True
A661833,Geronimo,2013-10-24 18:17:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2013,10,True,True
A697865,,2015-03-03 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2015,3,False,True
A680045,,2014-06-02 17:41:00,Adoption,Dog,Male,0.08333333333333333,Plott Hound,Brown Brindle/White,2014,6,True,True
A695053,,2015-01-09 09:00:00,Transfer,Cat,,3.0,Domestic Shorthair,Black,2015,1,,True
A693454,Daisy,2014-12-14 14:04:00,Return_to_owner,Dog,Female,3.0,Labrador Retriever,Brown/White,2014,12,True,False
A688349,Marlee,2014-09-24 15:29:00,Transfer,Dog,Female,2.0,Chihuahua Shorthair,Black/Tan,2014,9,False,True
A720506,Preciouso,2016-02-14 16:55:00,Return_to_owner,Dog,Male,2.0,Chow Chow,Brown,2016,2,True,True
A698562,Monkey,2015-05-08 19:19:00,Adoption,Dog,Male,0.08333333333333333,Labrador Retriever,White/Cream,2015,5,True,False
A678652,Alice,2014-05-19 14:32:00,Transfer,Cat,Female,12.0,Domestic Shorthair,Brown Tabby/White,2014,5,False,True
A667072,,2013-11-16 16:20:00,Transfer,Dog,Female,1.0,Cocker Spaniel,Red,2013,11,True,False
A676417,Bubbles,2014-04-13 12:20:00,Return_to_owner,Dog,Female,3.0,Pit Bull,White/Tan,2014,4,True,False
A687965,Oliver,2014-10-31 18:29:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,10,True,True
A700309,Orca,2015-07-03 12:43:00,Died,Cat,Female,0.25,Domestic Shorthair,Black/White,2015,7,False,True
A707322,Rocky,2015-08-16 19:19:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Blue Tabby,2015,8,True,True
A674520,,2014-03-14 14:09:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Brown Tabby,2014,3,False,True
A680214,,2014-05-31 11:31:00,Transfer,Dog,Female,0.08333333333333333,German Shepherd,Brown,2014,5,False,True
A709965,Handsome,2015-08-22 16:12:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Orange Tabby,2015,8,True,True
A680277,Simba,2014-06-05 18:23:00,Return_to_owner,Dog,Male,2.0,Chihuahua Shorthair,Gold,2014,6,True,True
A693772,Eddie,2014-12-17 18:01:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Blue,2014,12,True,True
A708785,Luna,2015-08-13 18:26:00,Return_to_owner,Dog,Female,4.0,Boston Terrier,Black Brindle/White,2015,8,False,True
A715222,Jack,2015-11-02 18:44:00,Return_to_owner,Dog,Male,13.0,Golden Retriever,Gold,2015,11,True,False
A676723,Ophelia,2014-11-30 13:31:00,Adoption,Cat,Female,4.0,Domestic Shorthair,Torbie,2014,11,True,True
A714949,Ebony,2015-11-29 16:54:00,Adoption,Cat,Female,1.0,Domestic Medium Hair,Black,2015,11,True,True
A678169,,2014-07-17 14:40:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Black/White,2014,7,True,True
A703651,Bella,2015-06-26 16:30:00,Transfer,Dog,Female,0.25,Pit Bull,Red/White,2015,6,False,True
A679557,Peanutbutter,2014-05-27 17:47:00,Adoption,Dog,Male,0.8333333333333334,Miniature Schnauzer,Buff,2014,5,True,False
A708776,Broaddus,2015-08-11 17:30:00,Adoption,Dog,Male,5.0,Boxer,Black Brindle/White,2015,8,True,True
A700329,Bowie,2015-04-27 13:59:00,Transfer,Dog,Male,3.0,German Shepherd,Brown/Black,2015,4,False,True
A669478,Ginger Peace,2014-01-10 18:34:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,1,True,True
A706151,,2015-06-25 17:19:00,Euthanasia,Cat,,0.07692307692307693,Domestic Shorthair,Brown Tabby/White,2015,6,,True
A679333,,2014-05-20 16:38:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Brown Tabby,2014,5,False,True
A683539,Beast,2014-10-06 17:37:00,Adoption,Dog,Male,5.0,American Bulldog,White/Brown,2014,10,True,True
A686551,,2014-08-24 16:44:00,Transfer,Cat,Female,0.010958904109589041,Domestic Shorthair,Orange Tabby,2014,8,False,True
A714180,,2015-10-20 09:00:00,Transfer,Cat,Female,0.5833333333333334,Domestic Shorthair,Calico,2015,10,False,True
A694442,Paloma,2015-01-03 13:55:00,Adoption,Dog,Female,0.6666666666666666,Dalmatian,White/Black,2015,1,True,False
A698553,Bil Bo,2015-03-21 12:14:00,Adoption,Dog,Male,0.5,German Shepherd,Black/Brown,2015,3,True,True
A677411,,2014-04-25 11:52:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Black/White,2014,4,False,True
A711257,,2015-11-03 10:06:00,Adoption,Dog,Female,2.0,Papillon,White/Brown,2015,11,True,False
A716351,Precious,2015-11-27 17:08:00,Adoption,Dog,Female,0.4166666666666667,Pomeranian,Red,2015,11,True,True
A683085,Dubbs,2014-07-07 13:01:00,Return_to_owner,Dog,Male,7.0,Basset Hound,Tricolor/White,2014,7,True,True
A697757,Scrappy,2015-03-01 10:45:00,Adoption,Dog,Male,1.0,Boxer,Brown Brindle,2015,3,True,True
A567808,Lolo,2016-02-11 13:38:00,Transfer,Cat,Female,7.0,Domestic Longhair,Black,2016,2,True,True
A664160,Honey,2013-10-02 16:29:00,Transfer,Dog,Female,1.0,Chihuahua Shorthair,Chocolate/Tan,2013,10,False,True
A685647,Garbage,2014-09-24 13:39:00,Adoption,Cat,Male,0.4166666666666667,Domestic Shorthair,Brown Tabby,2014,9,True,True
A681435,Spruce,2014-07-12 16:33:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Cream Tabby,2014,7,True,True
A694399,Georgie,2015-03-01 12:51:00,Adoption,Cat,Female,12.0,Domestic Shorthair,White/Black,2015,3,True,True
A702732,,2015-05-18 09:00:00,Transfer,Cat,,2.0,Domestic Shorthair,Torbie,2015,5,,True
A673883,,2014-03-07 14:38:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Brown Tabby,2014,3,False,True
A711229,Ella,2015-09-19 13:57:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Brown Tabby,2015,9,False,True
A562161,Buddy,2016-02-09 16:04:00,Adoption,Dog,Male,9.0,Border Collie,Black/White,2016,2,True,False
A709995,Quin,2015-08-26 12:39:00,Return_to_owner,Dog,Female,1.0,Pit Bull,Black/White,2015,8,False,True
A718252,Otter,2015-12-31 16:35:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Torbie/White,2015,12,True,True
A666861,,2013-11-16 15:08:00,Transfer,Dog,Male,1.0,Cardigan Welsh Corgi,White/Tan,2013,11,True,True
A700762,Dom,2015-06-04 10:56:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Cream Tabby,2015,6,True,True
A697117,Missy,2015-04-15 13:36:00,Transfer,Dog,Female,2.0,Labrador Retriever,White/Tan,2015,4,True,False
A712667,Bryce,2015-10-18 17:40:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,10,True,True
A705559,Sneakers,2015-10-14 19:02:00,Adoption,Dog,Female,2.0,Pit Bull,Tan/White,2015,10,True,True
A708967,,2015-08-09 17:00:00,Adoption,Dog,Male,0.4166666666666667,Labrador Retriever,Black,2015,8,True,True
A674516,Tatiana,2014-03-14 16:55:00,Return_to_owner,Dog,Female,4.0,Shih Tzu,Sable/White,2014,3,True,True
A670625,,2014-01-17 18:53:00,Adoption,Cat,Female,0.4166666666666667,Domestic Shorthair,White/Orange,2014,1,True,True
A681257,,2014-06-14 12:47:00,Transfer,Cat,Female,0.0576923076923077,Domestic Medium Hair,Tortie,2014,6,False,True
A668656,Roxy,2014-04-10 15:43:00,Adoption,Dog,Female,2.0,German Shepherd,Brown/Black,2014,4,True,True
A705561,,2015-06-23 15:19:00,Euthanasia,Cat,Female,0.16666666666666666,Domestic Longhair,Seal Point,2015,6,False,True
A720945,Jeet,2016-02-19 19:11:00,Adoption,Dog,Male,0.16666666666666666,Rottweiler,Tricolor,2016,2,False,True
A683294,,2014-07-12 09:00:00,Transfer,Cat,Male,0.25,Domestic Shorthair,Brown Tabby/White,2014,7,False,True
A719679,,2016-01-30 20:50:00,Adoption,Dog,Male,0.16666666666666666,Beagle,Tan/White,2016,1,True,False
A671000,,2014-01-19 17:35:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Brown Tabby/White,2014,1,False,True
A668015,Emerald,2013-11-26 17:31:00,Return_to_owner,Dog,Female,0.75,Labrador Retriever,Brown/White,2013,11,True,True
A697159,Doc,2015-05-03 19:57:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,White/Black,2015,5,True,False
A684960,Fay,2014-08-05 12:02:00,Return_to_owner,Dog,Female,7.0,Chihuahua Shorthair,White/Brown,2014,8,True,False
A707530,,2015-07-14 15:04:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Blue,2015,7,False,True
A677942,,2014-05-02 16:52:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Orange Tabby,2014,5,False,True
A707193,Bud,2015-07-15 17:41:00,Adoption,Dog,Male,0.3333333333333333,Pointer,Black/White,2015,7,True,True
A695830,Snowy,2015-06-24 16:01:00,Return_to_owner,Dog,Male,1.0,Catahoula,White,2015,6,True,True
A684087,,2014-08-14 12:29:00,Transfer,Dog,Male,6.0,Chihuahua Shorthair,Tan,2014,8,True,True
A661868,Purrsimmon,2013-11-15 11:18:00,Adoption,Cat,Female,7.0,Russian Blue,Blue,2013,11,True,True
A702956,Sugar,2015-07-31 17:46:00,Adoption,Cat,Female,12.0,Domestic Shorthair,Calico,2015,7,True,True
A694539,Montana,2015-01-31 18:10:00,Adoption,Cat,Male,0.4166666666666667,Domestic Shorthair,Orange Tabby,2015,1,True,True
A665720,,2013-11-03 15:32:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Tan,2013,11,True,True
A680701,Straya,2014-06-16 16:50:00,Return_to_owner,Dog,Female,3.0,Chihuahua Longhair,Chocolate/Tan,2014,6,True,True
A667799,Buddah,2013-11-25 16:18:00,Return_to_owner,Dog,Male,1.0,Chihuahua Shorthair,Black/Brown,2013,11,True,True
A715111,Angus,2015-12-12 14:34:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,12,True,True
A690749,Carmen,2014-10-30 16:32:00,Transfer,Dog,Female,1.0,Pembroke Welsh Corgi,Black/Tan,2014,10,False,True
A707221,,2015-07-10 09:00:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Brown Tabby,2015,7,False,True
A720645,Missy,2016-02-20 11:05:00,Transfer,Dog,Female,3.0,Pit Bull,White/Red,2016,2,False,True
A672530,Mishka,2014-03-02 15:50:00,Adoption,Dog,Male,0.9166666666666666,Anatol Shepherd,Cream/Black,2014,3,True,True
A698650,,2015-03-17 16:55:00,Adoption,Dog,Male,1.0,Australian Kelpie,Tan/White,2015,3,True,True
A603815,Franklin,2013-12-23 11:39:00,Return_to_owner,Dog,Male,4.0,Dogue De Bordeaux,Red/White,2013,12,True,False
A717612,Martina,2015-12-26 13:02:00,Transfer,Dog,Female,0.16666666666666666,Labrador Retriever,Yellow,2015,12,True,True
A706761,Sophie,2015-07-07 16:13:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Brown Tabby/White,2015,7,False,True
A675883,Emma,2014-04-21 18:04:00,Adoption,Dog,Female,0.16666666666666666,Beagle,Chocolate/Tan,2014,4,True,True
A689136,Meow,2014-10-12 18:19:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,10,True,True
A689524,Dottie,2015-01-25 13:53:00,Adoption,Cat,Female,10.0,Domestic Shorthair,Black/White,2015,1,True,True
A700810,Luther,2015-05-26 17:17:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Brown Tabby/White,2015,5,True,True
A666665,Murphy,2013-11-10 17:34:00,Adoption,Dog,Male,1.0,Labrador Retriever,White/Tan,2013,11,True,False
A686326,,2014-08-20 17:10:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,White/Black,2014,8,False,True
A687830,,2014-09-10 18:47:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Orange Tabby,2014,9,False,True
A641582,Cusi,2015-04-28 13:37:00,Return_to_owner,Dog,Female,4.0,Catahoula,Brown Brindle,2015,4,True,True
A683048,Hans,2014-07-19 13:40:00,Adoption,Dog,Male,5.0,Dachshund,Red,2014,7,True,True
A692079,,2014-11-14 12:24:00,Euthanasia,Cat,Female,4.0,Domestic Shorthair,Calico,2014,11,False,True
A712277,Farrah,2015-10-13 14:10:00,Adoption,Cat,Female,5.0,Domestic Shorthair,Calico,2015,10,True,True
A679571,Bruno,2014-06-01 11:22:00,Return_to_owner,Dog,Male,7.0,Dachshund,Red,2014,6,False,True
A709007,,2015-08-10 11:19:00,Euthanasia,Cat,Female,0.3333333333333333,Domestic Shorthair,Seal Point,2015,8,False,True
A688145,Gracey,2014-09-20 12:21:00,Transfer,Dog,Female,12.0,German Shepherd,Tan,2014,9,False,True
A665776,,2013-10-22 17:05:00,Euthanasia,Dog,Male,1.0,Chihuahua Shorthair,Tan/White,2013,10,False,True
A694353,,2014-12-30 18:36:00,Euthanasia,Cat,Female,10.0,Siamese,White/Black,2014,12,False,True
A698415,,2015-03-12 09:00:00,Transfer,Cat,,0.4166666666666667,Domestic Shorthair,Black,2015,3,,True
A660458,Aztec,2013-11-03 15:59:00,Adoption,Dog,Male,1.0,Border Collie,White/Brown,2013,11,True,False
A684530,,2014-08-02 11:58:00,Transfer,Dog,Male,0.5833333333333334,Chow Chow,Yellow,2014,8,False,False
A701976,Sapphire,2015-05-31 00:00:00,Transfer,Cat,Female,3.0,Domestic Longhair,Brown Tabby/White,2015,5,True,True
A712301,Clay,2015-12-06 08:44:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Blue/White,2015,12,True,True
A692194,Dale,2015-03-04 12:33:00,Transfer,Dog,Male,4.0,Airedale Terrier,Brown,2015,3,True,False
A699093,,2015-03-23 09:00:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Orange Tabby/White,2015,3,True,True
A666963,,2013-11-17 12:07:00,Transfer,Dog,Female,0.16666666666666666,Pit Bull,Brown Brindle/White,2013,11,True,True
A664547,Azula,2013-10-06 12:06:00,Transfer,Cat,Female,0.5,Domestic Shorthair,Torbie,2013,10,False,True
A678307,,2014-05-11 17:20:00,Adoption,Dog,Male,0.16666666666666666,German Shepherd,Brown/Black,2014,5,True,True
A648300,Vito,2014-12-21 11:47:00,Return_to_owner,Dog,Male,4.0,Cane Corso,Blue,2014,12,True,True
A715716,Margo,2015-12-13 12:45:00,Return_to_owner,Dog,Female,0.75,German Shepherd,Brown,2015,12,True,True
A666692,Teddy,2013-11-14 17:54:00,Adoption,Dog,Male,1.0,Cairn Terrier,Brown/Black,2013,11,True,True
A692948,Macy,2014-12-08 15:55:00,Transfer,Dog,Female,2.0,Chihuahua Shorthair,Red/White,2014,12,False,True
A718515,Ruby,2016-01-10 12:17:00,Return_to_owner,Dog,Female,13.0,Standard Poodle,Gray,2016,1,True,True
A702341,,2015-05-23 14:08:00,Transfer,Dog,Male,1.0,Chihuahua Shorthair,Buff,2015,5,True,True
A661038,Sniper,2013-10-06 17:44:00,Adoption,Cat,Male,0.25,Domestic Medium Hair,Black,2013,10,True,True
A690855,Kylie,2014-12-06 17:23:00,Adoption,Dog,Female,1.0,Pit Bull,White/Black,2014,12,True,True
A688511,,2014-09-20 15:31:00,Transfer,Cat,,0.0027397260273972607,Domestic Shorthair,Calico,2014,9,,True
A709682,,2015-08-12 14:19:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Black,2015,8,False,True
A678928,Beauty,2014-05-18 12:23:00,Transfer,Dog,Female,3.0,Chihuahua Shorthair,Tan,2014,5,True,True
A693000,Freddy,2014-11-30 13:48:00,Return_to_owner,Dog,Male,5.0,Dachshund,Tricolor/White,2014,11,True,False
A720495,Bashful,2016-02-14 15:08:00,Adoption,Dog,Male,0.08333333333333333,Labrador Retriever,Black/White,2016,2,True,True
A694220,,2014-12-23 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Brown Tabby/White,2014,12,True,True
A688909,Lola,2014-09-27 18:30:00,Return_to_owner,Dog,Female,2.0,Basset Hound,White/Gold,2014,9,True,True
A710290,,2015-08-21 09:00:00,Transfer,Cat,Male,0.4166666666666667,Domestic Shorthair,Black/White,2015,8,False,True
A690666,,2014-10-24 12:34:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Tortie,2014,10,False,True
A686987,Penny,2014-08-30 11:42:00,Return_to_owner,Dog,Female,1.0,Pointer,Chocolate/White,2014,8,True,True
A718186,Daisy,2016-01-18 12:28:00,Transfer,Dog,Female,0.9166666666666666,German Shepherd,Tricolor,2016,1,False,True
A708762,Oswald,2015-08-05 16:11:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Cream Tabby,2015,8,False,True
A666914,Lacey,2013-11-30 15:33:00,Adoption,Dog,Female,1.0,Black Mouth Cur,Gold,2013,11,True,True
A617900,Teddy,2015-02-10 14:18:00,Return_to_owner,Dog,Male,12.0,Miniature Poodle,Black/White,2015,2,False,True
A703891,Jaguar,2015-06-06 13:05:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Black,2015,6,True,True
A689027,Nino,2014-09-29 16:51:00,Transfer,Dog,Male,0.3333333333333333,Pug,Sable,2014,9,True,False
A707979,,2015-12-04 12:57:00,Adoption,Cat,Male,0.4166666666666667,Siamese,Lynx Point,2015,12,True,True
A698189,Ming,2015-03-18 14:13:00,Adoption,Cat,Female,9.0,Siamese,Seal Point,2015,3,True,True
A684805,Bambi,2014-10-04 16:30:00,Adoption,Dog,Female,5.0,Pit Bull,Brown Brindle/White,2014,10,True,True
A686808,Panda,2014-08-31 16:44:00,Adoption,Dog,Male,10.0,Shih Tzu,Black/White,2014,8,True,True
A699470,Baby Cat,2015-07-19 11:53:00,Adoption,Cat,Female,2.0,Domestic Shorthair,Black/White,2015,7,True,True
A663619,Cinder,2014-01-17 11:52:00,Adoption,Cat,Female,0.5,Domestic Shorthair,Black/White,2014,1,True,True
A683529,,2014-09-13 10:44:00,Adoption,Dog,Female,0.25,Catahoula,Blue Merle/Tan,2014,9,True,True
A719169,Craig,2016-02-17 00:00:00,Transfer,Dog,Male,0.9166666666666666,Scottish Terrier,Gray/Silver,2016,2,True,False
A714497,,2015-10-25 10:59:00,Euthanasia,Dog,Male,1.0,Chihuahua Shorthair,Black,2015,10,False,True
A718840,Peanut,2016-01-11 16:46:00,Return_to_owner,Dog,Female,6.0,Beagle,Black/Brown,2016,1,True,False
A714299,Hunter,2015-10-22 18:06:00,Return_to_owner,Dog,Male,2.0,Australian Cattle Dog,Black/White,2015,10,True,False
A670161,Shadow,2015-07-23 14:43:00,Return_to_owner,Dog,Male,2.0,Chihuahua Shorthair,Black/White,2015,7,True,True
A720013,Blackie,2016-02-03 12:33:00,Return_to_owner,Dog,Female,5.0,Chihuahua Shorthair,Black,2016,2,True,True
A706199,Ronan,2015-10-18 18:55:00,Adoption,Dog,Male,5.0,American Pit Bull Terrier,Chocolate/White,2015,10,True,True
A699185,Jane,2015-05-09 12:19:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Black/White,2015,5,True,True
A683672,Oso,2014-07-23 15:07:00,Euthanasia,Dog,Male,2.0,Labrador Retriever,White,2014,7,True,True
A693500,Brutus,2014-12-20 12:28:00,Transfer,Dog,Male,5.0,Miniature Poodle,Cream,2014,12,True,False
A713251,Bandit,2015-10-10 16:14:00,Return_to_owner,Cat,Male,3.0,Russian Blue,Blue,2015,10,True,True
A665983,Brandy,2013-10-25 17:57:00,Transfer,Dog,Female,1.0,Pit Bull,Brown/White,2013,10,False,True
A701480,Pete,2015-05-12 12:02:00,Transfer,Dog,Male,0.5,Dachshund,Black/White,2015,5,True,True
A718632,Cher,2016-01-06 16:47:00,Transfer,Dog,Female,3.0,Chinese Crested,White/Brown,2016,1,True,False
A718874,,2016-01-08 16:40:00,Euthanasia,Cat,,5.0,Domestic Shorthair,White/Brown Tabby,2016,1,,True
A692324,,2014-11-18 17:28:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Brown Tabby,2014,11,False,True
A708874,Louanne,2015-09-27 12:35:00,Adoption,Dog,Female,2.0,Catahoula,Blue Merle,2015,9,True,True
A593434,Maggie,2016-01-04 15:05:00,Return_to_owner,Dog,Female,5.0,English Coonhound,Red Tick/Red,2016,1,True,False
A710431,,2015-08-25 15:15:00,Transfer,Dog,Male,0.3333333333333333,Labrador Retriever,Brown,2015,8,False,True
A711969,Cookie2,2015-09-17 11:32:00,Transfer,Dog,Female,2.0,Shih Tzu,Sable,2015,9,False,True
A691716,Shiloh,2014-12-04 17:02:00,Transfer,Dog,Female,5.0,Labrador Retriever,Black/White,2014,12,True,True
A668324,Eli,2014-05-05 15:30:00,Adoption,Dog,Male,4.0,Boxer,Red/White,2014,5,True,True
A710285,,2015-08-21 09:00:00,Transfer,Cat,Male,0.25,Domestic Shorthair,Black,2015,8,False,True
A702102,Yogi Bear,2015-05-20 12:46:00,Adoption,Dog,Male,1.0,American Pit Bull Terrier,Black/Yellow Brindle,2015,5,True,True
A665742,Maggie,2013-10-26 18:05:00,Adoption,Dog,Female,1.0,Dachshund,White/Red,2013,10,True,False
A696241,Marley,2015-02-01 13:28:00,Return_to_owner,Dog,Male,3.0,Chihuahua Shorthair,Tan/Cream,2015,2,True,True
A682753,Janet,2014-07-17 11:55:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Blue/White,2014,7,False,True
A673354,Simba,2014-02-28 16:39:00,Adoption,Dog,Male,0.4166666666666667,Chihuahua Shorthair,Tan/White,2014,2,True,False
A687541,Bella,2014-09-07 16:56:00,Return_to_owner,Dog,Female,2.0,American Staffordshire Terrier,Fawn/White,2014,9,False,True
A688336,,2014-09-22 16:47:00,Transfer,Dog,Male,2.0,Miniature Poodle,White,2014,9,True,True
A700532,Beau,2015-04-19 16:57:00,Adoption,Cat,Male,1.0,Domestic Shorthair,Brown Tabby,2015,4,True,True
A684000,,2014-07-18 18:25:00,Transfer,Cat,,0.019230769230769232,Siamese,Seal Point,2014,7,,False
A715852,Noodles,2015-11-21 15:05:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Black/White,2015,11,True,True
A714361,Claudia,2015-11-02 17:35:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black,2015,11,False,True
A684862,Kennedy,2014-09-08 13:59:00,Euthanasia,Dog,Male,2.0,Pit Bull,Black,2014,9,True,True
A693787,,2014-12-15 10:21:00,Euthanasia,Dog,Male,0.0054794520547945215,Labrador Retriever,Brown,2014,12,False,True
A715260,Fania,2015-11-03 12:39:00,Return_to_owner,Dog,Female,1.0,Labrador Retriever,Black,2015,11,False,True
A693805,Gray-1,2014-12-19 11:40:00,Euthanasia,Cat,Male,4.0,Domestic Shorthair,Orange Tabby/White,2014,12,True,True
A612004,Shya,2015-12-14 14:16:00,Return_to_owner,Dog,Female,6.0,Jack Russell Terrier,White/Brown,2015,12,True,True
A694333,Ramone,2015-01-18 17:39:00,Adoption,Cat,Male,1.0,Domestic Longhair,Black,2015,1,True,True
A678049,,2014-05-03 16:15:00,Transfer,Cat,Female,0.0576923076923077,Siamese,Lynx Point,2014,5,False,True
A682922,,2014-12-21 15:00:00,Euthanasia,Cat,Female,2.0,Domestic Shorthair,Calico,2014,12,True,True
A707789,Aspen,2015-07-23 18:39:00,Adoption,Dog,Male,0.8333333333333334,Siberian Husky,White,2015,7,True,True
A700970,Yogi,2015-04-23 15:25:00,Return_to_owner,Dog,Female,10.0,Labrador Retriever,Black/White,2015,4,True,True
